taxonomic_id,level,kingdom,subkingdom,phylum_division,subphylum_subdivision,class,subclass,order,family,subfamily,tribe,genus,species,infrakingdom,superorder,phylum,subphylum,superclass,infraclass,suborder,infraorder,superfamily,parvorder,subterclass,section,subsection,infraphylum,parvphylum,gigaclass,subgenus,forma,megaclass
137722,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Calyptraeidae,NA,NA,Crepidula,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137758,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Caenogastropoda incertae sedis,Cerithiidae,Bittiinae,NA,Bittium,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Cerithioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137760,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Caenogastropoda incertae sedis,Cerithiidae,Cerithiinae,NA,Cerithium,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Cerithioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138054,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,Haminoeidae,NA,NA,Haminoea,NA,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Haminoeoidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
138068,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Adapedonta,Hiatellidae,NA,NA,Hiatella,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Hiatelloidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
138081,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Hydrobiidae,Hydrobiinae,NA,Hydrobia,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Truncatelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138099,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Lacuninae,NA,Lacuna,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138135,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Littorininae,NA,Littorina,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138142,Genus,Animalia,NA,NA,NA,Gastropoda,Patellogastropoda,NA,Lottiidae,Tecturinae,NA,Tectura,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Lottioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138206,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Rapaninae,NA,Stramonita,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138210,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Urosalpinx,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138211,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Myida,Myidae,Myinae,NA,Mya,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Myoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
138228,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,NA,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138255,Genus,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,Cycloneritida,Neritidae,Neritinae,NA,Smaragdia,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Neritoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138413,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,NA,Pyramidellidae,NA,NA,Odostomia,NA,NA,Pylopulmonata,Mollusca,NA,NA,Euthyneura,NA,NA,Pyramidelloidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
138426,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Cymatiidae,NA,NA,Cymatium,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Tonnoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138439,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Alvania,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138457,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoinidae,NA,NA,Rissoina,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138508,Genus,Animalia,NA,NA,NA,Gastropoda,Vetigastropoda,Trochida,Skeneidae,NA,NA,Skenea,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Trochoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138531,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macominae,NA,Macoma,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
138533,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellininae,NA,Tellina,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
138580,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Nudibranchia,Tritoniidae,Tritoniinae,NA,Tritonia,NA,NA,Nudipleura,Mollusca,NA,NA,Euthyneura,Cladobranchia,NA,Tritonioidea,NA,Ringipleura,NA,NA,NA,NA,NA,NA,NA,NA
138757,species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Aplysiida,Aplysiidae,NA,NA,Aplysia,Aplysia parvula,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Aplysioidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
138878,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Buccinidae,Buccininae,NA,Buccinum,Buccinum undatum,NA,NA,Mollusca,NA,NA,NA,NA,NA,Buccinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138940,Species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,Bullidae,NA,NA,Bulla,Bulla striata,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Bulloidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
138963,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Calyptraeidae,NA,NA,Crepidula,Crepidula fornicata,NA,NA,Mollusca,NA,NA,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138998,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Cardiidae,Lymnocardiinae,Cerastodermatini,Cerastoderma,Cerastoderma edule,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Cardioidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
138999,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Cardiidae,Lymnocardiinae,Cerastodermatini,Cerastoderma,Cerastoderma glaucum,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Cardioidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
139407,Species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Nudibranchia,Corambidae,NA,NA,Corambe,Corambe obscura,NA,Nudipleura,Mollusca,NA,NA,Euthyneura,Doridina,Doridoidei,Onchidoridoidea,NA,Ringipleura,NA,NA,NA,NA,NA,NA,NA,NA
139604,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Donacidae,NA,NA,Donax,Donax vittatus,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
140170,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Lacuninae,NA,Lacuna,Lacuna vincta,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140262,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Littorininae,NA,Littorina,Littorina littorea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140403,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Nucella,Nucella lapillus,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140429,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Urosalpinx,Urosalpinx cinerea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140467,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Modiolidae,Modiolinae,NA,Modiolus,Modiolus modiolus,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140472,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Crenellinae,NA,Musculus,Musculus discors,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140480,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,Mytilus edulis,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140482,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,Mytilus trossulus,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140570,Species,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,Cycloneritida,Neritidae,Neritinae,NA,Smaragdia,Smaragdia viridis,NA,NA,Mollusca,NA,NA,NA,NA,NA,Neritoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140605,species,Animalia,NA,NA,NA,Cephalopoda,Coleoidea,Octopoda,Octopodidae,NA,NA,Octopus,Octopus vulgaris,NA,Octopodiformes,Mollusca,NA,NA,NA,Incirrata,NA,Octopodoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140657,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Ostreida,Ostreidae,Crassostreinae,NA,Crassostrea,Crassostrea virginica,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Ostreoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140780,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Ostreida,Pinnidae,NA,NA,Pinna,Pinna nobilis,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Pinnoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141334,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Pusillina,Pusillina inconspicua,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141341,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Pusillina,Pusillina sarsii,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141359,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Rissoa,Rissoa membranacea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141365,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Rissoa,Rissoa parva,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141539,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Skeneopsidae,NA,NA,Skeneopsis,Skeneopsis planorbis,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141579,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macominae,NA,Macoma,Macoma balthica,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
142028,Order,Animalia,NA,NA,NA,NA,NA,Tricladida,NA,NA,NA,NA,NA,NA,NA,Platyhelminthes,Rhabditophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143673,Family,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Delesseriaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143733,Family,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Gigartinaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143816,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143819,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Dichotomosiphonaceae,NA,NA,Avrainvillea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143820,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,NA,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143821,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Udoteeae,Penicillus,NA,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143866,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Callithamniaceae,Spyridioideae,Spyridieae,Spyridia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143900,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Chondrieae,Acanthophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143914,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Laurencieae,Laurencia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144012,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinophycidae,Corallinales,Corallinaceae,Corallinoideae,Janieae,Jania,NA,NA,NA,NA,NA,NA,NA,Corallinineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144018,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinophycidae,Hapalidiales,Hapalidiaceae,NA,NA,Lithothamnion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144051,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Peyssonneliales,Peyssonneliaceae,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144056,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Dasycladales,Dasycladaceae,Dasycladoideae,Batophoreae,Batophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144086,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Dictyoteae,Dictyota,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144087,genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Lobophora,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144088,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Padina,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144126,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Sargassaceae,NA,NA,Cystoseira,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144129,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Fucaceae,NA,NA,Fucus,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144132,genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Sargassaceae,NA,NA,Sargassum,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144136,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gelidiales,Pterocladiaceae,NA,NA,Pterocladia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144188,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gracilariales,Gracilariaceae,Gracilarioideae,Gracilarieae,Gracilaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144237,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Rhodymeniales,Champiaceae,NA,NA,Champia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144267,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Cladophorales,Valoniaceae,NA,NA,Valonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144296,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Ulvales,Ulvaceae,NA,NA,Ulva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144452,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Bryopsidaceae,NA,NA,Bryopsis,Bryopsis hypnoides,NA,NA,NA,NA,NA,NA,Bryopsidineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144471,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,Caulerpa prolifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144472,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,Caulerpa racemosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144474,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,Caulerpa sertularioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144481,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,Halimeda discoidea,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144482,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,Halimeda opuntia,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144483,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,Halimeda tuna,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144484,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Udoteeae,Penicillus,Penicillus capitatus,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144827,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Laurencieae,Laurencia,Laurencia obtusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145012,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Cladophorales,Anadyomenaceae,NA,NA,Anadyomene,Anadyomene stellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145094,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Udoteeae,Flabellia,Flabellia petiolata,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145301,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Dasycladales,Dasycladaceae,Dasycladoideae,Dasycladeae,Dasycladus,Dasycladus vermicularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145367,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Dictyoteae,Dictyota,Dictyota dichotoma,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145381,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Lobophora,Lobophora variegata,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145385,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Padina,Padina pavonica,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145410,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Ectocarpales,Ectocarpaceae,NA,NA,Ectocarpus,Ectocarpus siliculosus,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145546,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Fucaceae,NA,NA,Fucus,Fucus serratus,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145634,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Cystocloniaceae,NA,NA,Hypnea,Hypnea musciformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145635,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Cystocloniaceae,NA,NA,Hypnea,Hypnea spinella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145668,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Polyidaceae,NA,NA,Polyides,Polyides rotunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145713,Species,Plantae,Viridiplantae,Tracheophyta,Spermatophytina,Magnoliopsida,NA,Alismatales,Hydrocharitaceae,NA,NA,Halophila,Halophila decipiens,Streptophyta,Lilianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145714,Species,Plantae,Viridiplantae,Tracheophyta,Spermatophytina,Magnoliopsida,NA,Alismatales,Hydrocharitaceae,NA,NA,Halophila,Halophila stipulacea,Streptophyta,Lilianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145793,Species,Plantae,Viridiplantae,Tracheophyta,Spermatophytina,Magnoliopsida,NA,Alismatales,Cymodoceaceae,NA,NA,Cymodocea,Cymodocea nodosa,Streptophyta,Lilianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
