from,to,scientific_id,type,code,rank,definition,tree_name
Branchiomma,Sabellinae,urn:lsid:marinespecies.org:taxname:129524,NA,NA,Genus,NA,fouling
Parasabella,Sabellinae,urn:lsid:marinespecies.org:taxname:325958,NA,NA,Genus,NA,fouling
Aonides mayaguezensis,Aonides,urn:lsid:marinespecies.org:taxname:157179,NA,NA,Species,NA,fouling
Polydora ciliata,Polydora,urn:lsid:marinespecies.org:taxname:131141,NA,NA,Species,NA,fouling
Polydora cornuta,Polydora,urn:lsid:marinespecies.org:taxname:131143,NA,NA,Species,NA,fouling
Polydora websteri,Polydora,urn:lsid:marinespecies.org:taxname:153847,NA,NA,Species,NA,fouling
Cirriformia filigera,Cirriformia,urn:lsid:marinespecies.org:taxname:209871,NA,NA,Species,NA,fouling
Mediomastus californiensis,Mediomastus,urn:lsid:marinespecies.org:taxname:157483,NA,NA,Species,NA,fouling
Armandia,Ophelininae,urn:lsid:marinespecies.org:taxname:129410,NA,NA,Genus,NA,fouling
Eteone,Eteoninae,urn:lsid:marinespecies.org:taxname:129443,NA,NA,Genus,NA,fouling
Eulalia,Eteoninae,urn:lsid:marinespecies.org:taxname:129445,NA,NA,Genus,NA,fouling
Phyllodoce,Phyllodocinae,urn:lsid:marinespecies.org:taxname:129455,NA,NA,Genus,NA,fouling
Lepidonotus,Lepidonotinae,urn:lsid:marinespecies.org:taxname:129496,NA,NA,Genus,NA,fouling
Harmothoe,Polynoinae,urn:lsid:marinespecies.org:taxname:129491,NA,NA,Genus,NA,fouling
Sthenelais,Sigalioninae,urn:lsid:marinespecies.org:taxname:129595,NA,NA,Genus,NA,fouling
Ophiodromini,Ophiodrominae,urn:lsid:marinespecies.org:taxname:322554,NA,NA,Tribe,NA,fouling
Branchiosyllis,Syllinae,urn:lsid:marinespecies.org:taxname:129647,NA,NA,Genus,NA,fouling
Syllis,Syllinae,urn:lsid:marinespecies.org:taxname:129680,NA,NA,Genus,NA,fouling
Exogone,Exogoninae,urn:lsid:marinespecies.org:taxname:129654,NA,NA,Genus,NA,fouling
Amblyosyllis,Eusyllinae,urn:lsid:marinespecies.org:taxname:129645,NA,NA,Genus,NA,fouling
Hermodice,Amphinominae,urn:lsid:marinespecies.org:taxname:129187,NA,NA,Genus,NA,fouling
Eunice macrobranchia,Eunice,urn:lsid:marinespecies.org:taxname:333326,NA,NA,Species,NA,fouling
Lysidice unicornis,Lysidice,urn:lsid:marinespecies.org:taxname:742232,NA,NA,Species,NA,fouling
Marphysa sanguinea,Marphysa,urn:lsid:marinespecies.org:taxname:130075,NA,NA,Species,NA,fouling
Phragmatopoma caudata,Phragmatopoma,urn:lsid:marinespecies.org:taxname:330550,NA,NA,Species,NA,fouling
Pectinaria granulata,Pectinaria,urn:lsid:marinespecies.org:taxname:130593,NA,NA,Species,NA,fouling
Streblosoma,Thelepodinae,urn:lsid:marinespecies.org:taxname:129712,NA,NA,Genus,NA,fouling
Neoleprea,Terebellinae,urn:lsid:marinespecies.org:taxname:174956,NA,NA,Genus,NA,fouling
Namanereis,Namanereidinae,urn:lsid:marinespecies.org:taxname:129377,NA,NA,Genus,NA,fouling
Ceratonereis,Nereidinae,urn:lsid:marinespecies.org:taxname:129372,NA,NA,Genus,NA,fouling
Neanthes,Nereidinae,urn:lsid:marinespecies.org:taxname:129378,NA,NA,Genus,NA,fouling
Nereis,Nereidinae,urn:lsid:marinespecies.org:taxname:129379,NA,NA,Genus,NA,fouling
Platynereis,Nereidinae,urn:lsid:marinespecies.org:taxname:129381,NA,NA,Genus,NA,fouling
Hediste,Nereidinae,urn:lsid:marinespecies.org:taxname:146968,NA,NA,Genus,NA,fouling
Alitta,Nereidinae,urn:lsid:marinespecies.org:taxname:234848,NA,NA,Genus,NA,fouling
Crassostrea,Crassostreinae,urn:lsid:marinespecies.org:taxname:138297,NA,NA,Genus,NA,fouling
Isognomon alatus,Isognomon,urn:lsid:marinespecies.org:taxname:420736,NA,NA,Species,NA,fouling
Mytilus,Mytilinae,urn:lsid:marinespecies.org:taxname:138228,NA,NA,Genus,NA,fouling
Brachidontes,Brachidontinae,urn:lsid:marinespecies.org:taxname:138215,NA,NA,Genus,NA,fouling
Geukensia,Brachidontinae,urn:lsid:marinespecies.org:taxname:156857,NA,NA,Genus,NA,fouling
Ischadium,Brachidontinae,urn:lsid:marinespecies.org:taxname:156860,NA,NA,Genus,NA,fouling
Musculus,Crenellinae,urn:lsid:marinespecies.org:taxname:138225,NA,NA,Genus,NA,fouling
Arcuatula,Crenellinae,urn:lsid:marinespecies.org:taxname:224614,NA,NA,Genus,NA,fouling
Amygdalum,Mytilidae incertae sedis,urn:lsid:marinespecies.org:taxname:138213,NA,NA,Genus,NA,fouling
Ennucula niponica,Ennucula,urn:lsid:marinespecies.org:taxname:506596,NA,NA,Species,NA,fouling
Nucula pisum,Nucula,urn:lsid:marinespecies.org:taxname:506660,NA,NA,Species,NA,fouling
Anadara transversa,Anadara,urn:lsid:marinespecies.org:taxname:156734,NA,NA,Species,NA,fouling
Lunarca ovalis,Lunarca,urn:lsid:marinespecies.org:taxname:420721,NA,NA,Species,NA,fouling
Decatopectinini,Pectininae,urn:lsid:marinespecies.org:taxname:393859,NA,NA,Tribe,NA,fouling
Aequipectinini,Pectininae,urn:lsid:marinespecies.org:taxname:577989,NA,NA,Tribe,NA,fouling
Amusiini,Pectininae,urn:lsid:marinespecies.org:taxname:1150154,NA,NA,Tribe,NA,fouling
Mimachlamydini,Pedinae,urn:lsid:marinespecies.org:taxname:393722,NA,NA,Tribe,NA,fouling
Anomia simplex,Anomia,urn:lsid:marinespecies.org:taxname:156737,NA,NA,Species,NA,fouling
Astarte,Astartinae,urn:lsid:marinespecies.org:taxname:137683,NA,NA,Genus,NA,fouling
Cerastodermatini,Lymnocardiinae,urn:lsid:marinespecies.org:taxname:1496553,NA,NA,Tribe,NA,fouling
Tellina,Tellininae,urn:lsid:marinespecies.org:taxname:138533,NA,NA,Genus,NA,fouling
Ameritella,Tellininae,urn:lsid:marinespecies.org:taxname:849118,NA,NA,Genus,NA,fouling
Macoma,Macominae,urn:lsid:marinespecies.org:taxname:138531,NA,NA,Genus,NA,fouling
Austromacoma,Macominae,urn:lsid:marinespecies.org:taxname:879994,NA,NA,Genus,NA,fouling
Donax vittatus,Donax,urn:lsid:marinespecies.org:taxname:139604,NA,NA,Species,NA,fouling
Chione,Venerinae,urn:lsid:marinespecies.org:taxname:206343,NA,NA,Genus,NA,fouling
Gemma,Gemminae,urn:lsid:marinespecies.org:taxname:156802,NA,NA,Genus,NA,fouling
Mya,Myinae,urn:lsid:marinespecies.org:taxname:138211,NA,NA,Genus,NA,fouling
Sphenia,Cryptomyinae,urn:lsid:marinespecies.org:taxname:138212,NA,NA,Genus,NA,fouling
Pinna nobilis,Pinna,urn:lsid:marinespecies.org:taxname:140780,NA,NA,Species,NA,fouling
Pinna carnea,Pinna,urn:lsid:marinespecies.org:taxname:420742,NA,NA,Species,NA,fouling
Lima scabra,Lima,urn:lsid:marinespecies.org:taxname:582489,NA,NA,Species,NA,fouling
Ctenoides scaber,Ctenoides,urn:lsid:marinespecies.org:taxname:420747,NA,NA,Species,NA,fouling
Ctenoides scabra,Ctenoides,urn:lsid:marinespecies.org:taxname:505429,NA,NA,Species,NA,fouling
Cumingia mutica,Cumingia,urn:lsid:marinespecies.org:taxname:507258,NA,NA,Species,NA,fouling
Tagelus plebeius,Tagelus,urn:lsid:marinespecies.org:taxname:157001,NA,NA,Species,NA,fouling
Solemya,Solemyinae,urn:lsid:marinespecies.org:taxname:138514,NA,NA,Genus,NA,fouling
Chama sarda,Chama,urn:lsid:marinespecies.org:taxname:420819,NA,NA,Species,NA,fouling
Modiolus,Modiolinae,urn:lsid:marinespecies.org:taxname:138223,NA,NA,Genus,NA,fouling
Pinctada imbricata,Pinctada,urn:lsid:marinespecies.org:taxname:207901,NA,NA,Species,NA,fouling
Pinctada longisquamosa,Pinctada,urn:lsid:marinespecies.org:taxname:420734,NA,NA,Species,NA,fouling
Mytilopsis,Dreisseninae,urn:lsid:marinespecies.org:taxname:156885,NA,NA,Genus,NA,fouling
Aetea sica,Aetea,urn:lsid:marinespecies.org:taxname:111066,NA,NA,Species,NA,fouling
Hippopodina feegeensis,Hippopodina,urn:lsid:marinespecies.org:taxname:111389,NA,NA,Species,NA,fouling
Watersipora subtorquata,Watersipora,urn:lsid:marinespecies.org:taxname:111592,NA,NA,Species,NA,fouling
Conopeum tenuissimum,Conopeum,urn:lsid:marinespecies.org:taxname:159808,NA,NA,Species,NA,fouling
Conopeum chesapeakensis,Conopeum,urn:lsid:marinespecies.org:taxname:607852,NA,NA,Species,NA,fouling
Celleporaria brunnea,Celleporaria,urn:lsid:marinespecies.org:taxname:394868,NA,NA,Species,NA,fouling
Celleporaria sherryae,Celleporaria,urn:lsid:marinespecies.org:taxname:422328,NA,NA,Species,NA,fouling
Parasmittina nitida,Parasmittina,urn:lsid:marinespecies.org:taxname:422348,NA,NA,Species,NA,fouling
Schizoporella floridana,Schizoporella,urn:lsid:marinespecies.org:taxname:422362,NA,NA,Species,NA,fouling
Schizoporella pungens,Schizoporella,urn:lsid:marinespecies.org:taxname:422363,NA,NA,Species,NA,fouling
Hippoporina indica,Hippoporina,urn:lsid:marinespecies.org:taxname:469112,NA,NA,Species,NA,fouling
Bugula neritina,Bugula,urn:lsid:marinespecies.org:taxname:111158,NA,NA,Species,NA,fouling
Bugula stolonifera,Bugula,urn:lsid:marinespecies.org:taxname:111164,NA,NA,Species,NA,fouling
Caulibugula armata,Caulibugula,urn:lsid:marinespecies.org:taxname:448282,NA,NA,Species,NA,fouling
Savignyella lafontii,Savignyella,urn:lsid:marinespecies.org:taxname:111512,NA,NA,Species,NA,fouling
Anguinella palmata,Anguinella,urn:lsid:marinespecies.org:taxname:111631,NA,NA,Species,NA,fouling
Amathia distans,Amathia,urn:lsid:marinespecies.org:taxname:111656,NA,NA,Species,NA,fouling
Amathia alternata,Amathia,urn:lsid:marinespecies.org:taxname:422418,NA,NA,Species,NA,fouling
Amathia verticillata,Amathia,urn:lsid:marinespecies.org:taxname:851581,NA,NA,Species,NA,fouling
Amathia gracilis,Amathia,urn:lsid:marinespecies.org:taxname:851589,NA,NA,Species,NA,fouling
Bowerbankia gracilis,Bowerbankia,urn:lsid:marinespecies.org:taxname:111665,NA,NA,Species,NA,fouling
Victorella pavida,Victorella,urn:lsid:marinespecies.org:taxname:111673,NA,NA,Species,NA,fouling
Crisia eburnea,Crisia,urn:lsid:marinespecies.org:taxname:111696,NA,NA,Species,NA,fouling
Catenicella uberrima,Catenicella,urn:lsid:marinespecies.org:taxname:422314,NA,NA,Species,NA,fouling
Licornia regularis,Licornia,urn:lsid:marinespecies.org:taxname:760385,NA,NA,Species,NA,fouling
Cradoscrupocellaria atlantica,Cradoscrupocellaria,urn:lsid:marinespecies.org:taxname:738972,NA,NA,Species,NA,fouling
Cradoscrupocellaria bertholletii,Cradoscrupocellaria,urn:lsid:marinespecies.org:taxname:738973,NA,NA,Species,NA,fouling
Clavelina oblonga,Clavelina,urn:lsid:marinespecies.org:taxname:103554,NA,NA,Species,NA,fouling
Clavelina picta,Clavelina,urn:lsid:marinespecies.org:taxname:250323,NA,NA,Species,NA,fouling
Didemnum perlucidum,Didemnum,urn:lsid:marinespecies.org:taxname:212506,NA,NA,Species,NA,fouling
Didemnum psammatodes,Didemnum,urn:lsid:marinespecies.org:taxname:252853,NA,NA,Species,NA,fouling
Diplosoma listerianum,Diplosoma,urn:lsid:marinespecies.org:taxname:103579,NA,NA,Species,NA,fouling
Diplosoma spongiforme,Diplosoma,urn:lsid:marinespecies.org:taxname:103582,NA,NA,Species,NA,fouling
Diplosoma glandulosum,Diplosoma,urn:lsid:marinespecies.org:taxname:250134,NA,NA,Species,NA,fouling
Distaplia bermudensis,Distaplia,urn:lsid:marinespecies.org:taxname:103604,NA,NA,Species,NA,fouling
Ecteinascidia turbinata,Ecteinascidia,urn:lsid:marinespecies.org:taxname:103756,NA,NA,Species,NA,fouling
Perophora viridis,Perophora,urn:lsid:marinespecies.org:taxname:103761,NA,NA,Species,NA,fouling
Aplidium antillense,Aplidium,urn:lsid:marinespecies.org:taxname:249816,NA,NA,Species,NA,fouling
Polyclinum constellatum,Polyclinum,urn:lsid:marinespecies.org:taxname:215891,NA,NA,Species,NA,fouling
Eudistoma capsulatum,Eudistoma,urn:lsid:marinespecies.org:taxname:250201,NA,NA,Species,NA,fouling
Eudistoma olivaceum,Eudistoma,urn:lsid:marinespecies.org:taxname:250236,NA,NA,Species,NA,fouling
Ascidia sydneiensis,Ascidia,urn:lsid:marinespecies.org:taxname:215940,NA,NA,Species,NA,fouling
Ascidia archaia,Ascidia,urn:lsid:marinespecies.org:taxname:249968,NA,NA,Species,NA,fouling
Ascidia curvata,Ascidia,urn:lsid:marinespecies.org:taxname:249981,NA,NA,Species,NA,fouling
Phallusia nigra,Phallusia,urn:lsid:marinespecies.org:taxname:103725,NA,NA,Species,NA,fouling
Molgula manhattensis,Molgula,urn:lsid:marinespecies.org:taxname:103788,NA,NA,Species,NA,fouling
Molgula occidentalis,Molgula,urn:lsid:marinespecies.org:taxname:103790,NA,NA,Species,NA,fouling
Microcosmus exasperatus,Microcosmus,urn:lsid:marinespecies.org:taxname:103838,NA,NA,Species,NA,fouling
Herdmania momus,Herdmania,urn:lsid:marinespecies.org:taxname:103830,NA,NA,Species,NA,fouling
Thoracicalcarea,Thoracica,urn:lsid:marinespecies.org:taxname:1422167,NA,NA,Superorder,NA,fouling
Miliolida,Tubothalamea,urn:lsid:marinespecies.org:taxname:163156,NA,NA,Order,NA,fouling
Textulariana,Globothalamea,urn:lsid:marinespecies.org:taxname:736978,NA,NA,Subclass,NA,fouling
Rotaliana,Globothalamea,urn:lsid:marinespecies.org:taxname:1381553,NA,NA,Subclass,NA,fouling
Calycophorae,Siphonophorae,urn:lsid:marinespecies.org:taxname:135333,NA,NA,Suborder,NA,fouling
Capitata,Anthoathecata,urn:lsid:marinespecies.org:taxname:16351,NA,NA,Suborder,NA,fouling
Filifera,Anthoathecata,urn:lsid:marinespecies.org:taxname:16352,NA,NA,Suborder,NA,fouling
Campanulariidae,Leptothecata,urn:lsid:marinespecies.org:taxname:1606,NA,NA,Family,NA,fouling
Sertularioidea,Leptothecata,urn:lsid:marinespecies.org:taxname:1041959,NA,NA,Superfamily,NA,fouling
Actiniidae,Actinioidea,urn:lsid:marinespecies.org:taxname:100653,NA,NA,Family,NA,fouling
Aiptasiidae,Metridioidea,urn:lsid:marinespecies.org:taxname:100656,NA,NA,Family,NA,fouling
Diadumenidae,Metridioidea,urn:lsid:marinespecies.org:taxname:100664,NA,NA,Family,NA,fouling
Leucosolenida,Calcaronea,urn:lsid:marinespecies.org:taxname:131591,NA,NA,Order,NA,fouling
Clathrinida,Calcinea,urn:lsid:marinespecies.org:taxname:131593,NA,NA,Order,NA,fouling
Haplosclerida,Heteroscleromorpha,urn:lsid:marinespecies.org:taxname:131598,NA,NA,Order,NA,fouling
Poecilosclerida,Heteroscleromorpha,urn:lsid:marinespecies.org:taxname:131599,NA,NA,Order,NA,fouling
Tetractinellida,Heteroscleromorpha,urn:lsid:marinespecies.org:taxname:597812,NA,NA,Order,NA,fouling
Biemnida,Heteroscleromorpha,urn:lsid:marinespecies.org:taxname:736911,NA,NA,Order,NA,fouling
Clionaida,Heteroscleromorpha,urn:lsid:marinespecies.org:taxname:845506,NA,NA,Order,NA,fouling
Suberitida,Heteroscleromorpha,urn:lsid:marinespecies.org:taxname:845509,NA,NA,Order,NA,fouling
Salmacina huxleyi,Salmacina,urn:lsid:marinespecies.org:taxname:369269,NA,NA,Species,NA,fouling
Hydroides,Serpulini,urn:lsid:marinespecies.org:taxname:129566,NA,NA,Genus,NA,fouling
Bispira brunnea,Bispira,urn:lsid:marinespecies.org:taxname:421069,NA,NA,Species,NA,fouling
Branchiomma nigromaculatum,Branchiomma,urn:lsid:marinespecies.org:taxname:209930,NA,NA,Species,NA,fouling
Branchiomma bairdi,Branchiomma,urn:lsid:marinespecies.org:taxname:421070,NA,NA,Species,NA,fouling
Parasabella aberrans,Parasabella,urn:lsid:marinespecies.org:taxname:530659,NA,NA,Species,NA,fouling
Parasabella microphthalma,Parasabella,urn:lsid:marinespecies.org:taxname:530927,NA,NA,Species,NA,fouling
Parasabella crassichaetae,Parasabella,urn:lsid:marinespecies.org:taxname:1299057,NA,NA,Species,NA,fouling
Armandia maculata,Armandia,urn:lsid:marinespecies.org:taxname:157220,NA,NA,Species,NA,fouling
Harmothoe imbricata,Harmothoe,urn:lsid:marinespecies.org:taxname:130769,NA,NA,Species,NA,fouling
Sthenelais helenae,Sthenelais,urn:lsid:marinespecies.org:taxname:155081,NA,NA,Species,NA,fouling
Podarke,Ophiodromini,urn:lsid:marinespecies.org:taxname:129318,NA,NA,Genus,NA,fouling
Branchiosyllis exilis,Branchiosyllis,urn:lsid:marinespecies.org:taxname:131279,NA,NA,Species,NA,fouling
Exogone dispar,Exogone,urn:lsid:marinespecies.org:taxname:333453,NA,NA,Species,NA,fouling
Hermodice carunculata,Hermodice,urn:lsid:marinespecies.org:taxname:129831,NA,NA,Species,NA,fouling
Streblosoma verrilli,Streblosoma,urn:lsid:marinespecies.org:taxname:340123,NA,NA,Species,NA,fouling
Namanereis augeneri,Namanereis,urn:lsid:marinespecies.org:taxname:889755,NA,NA,Species,NA,fouling
Ceratonereis mirabilis,Ceratonereis,urn:lsid:marinespecies.org:taxname:130372,NA,NA,Species,NA,fouling
Neanthes succinea,Neanthes,urn:lsid:marinespecies.org:taxname:130391,NA,NA,Species,NA,fouling
Platynereis bicanaliculata,Platynereis,urn:lsid:marinespecies.org:taxname:334557,NA,NA,Species,NA,fouling
Hediste diversicolor,Hediste,urn:lsid:marinespecies.org:taxname:152302,NA,NA,Species,NA,fouling
Alitta succinea,Alitta,urn:lsid:marinespecies.org:taxname:234850,NA,NA,Species,NA,fouling
Crassostrea virginica,Crassostrea,urn:lsid:marinespecies.org:taxname:140657,NA,NA,Species,NA,fouling
Mytilus edulis,Mytilus,urn:lsid:marinespecies.org:taxname:140480,NA,NA,Species,NA,fouling
Mytilus trossulus,Mytilus,urn:lsid:marinespecies.org:taxname:140482,NA,NA,Species,NA,fouling
Brachidontes exustus,Brachidontes,urn:lsid:marinespecies.org:taxname:397026,NA,NA,Species,NA,fouling
Geukensia demissa,Geukensia,urn:lsid:marinespecies.org:taxname:156859,NA,NA,Species,NA,fouling
Ischadium recurvum,Ischadium,urn:lsid:marinespecies.org:taxname:156861,NA,NA,Species,NA,fouling
Musculus discors,Musculus,urn:lsid:marinespecies.org:taxname:140472,NA,NA,Species,NA,fouling
Musculus lateralis,Musculus,urn:lsid:marinespecies.org:taxname:420707,NA,NA,Species,NA,fouling
Arcuatula senhousia,Arcuatula,urn:lsid:marinespecies.org:taxname:505946,NA,NA,Species,NA,fouling
Arcuatula papyria,Arcuatula,urn:lsid:marinespecies.org:taxname:505948,NA,NA,Species,NA,fouling
Amygdalum papyrium,Amygdalum,urn:lsid:marinespecies.org:taxname:420689,NA,NA,Species,NA,fouling
Nodipecten,Decatopectinini,urn:lsid:marinespecies.org:taxname:138321,NA,NA,Genus,NA,fouling
Argopecten,Aequipectinini,urn:lsid:marinespecies.org:taxname:156816,NA,NA,Genus,NA,fouling
Euvola,Amusiini,urn:lsid:marinespecies.org:taxname:205700,NA,NA,Genus,NA,fouling
Mimachlamys,Mimachlamydini,urn:lsid:marinespecies.org:taxname:236718,NA,NA,Genus,NA,fouling
Cerastoderma,Cerastodermatini,urn:lsid:marinespecies.org:taxname:137735,NA,NA,Genus,NA,fouling
Ameritella mitchelli,Ameritella,urn:lsid:marinespecies.org:taxname:878513,NA,NA,Species,NA,fouling
Macoma balthica,Macoma,urn:lsid:marinespecies.org:taxname:141579,NA,NA,Species,NA,fouling
Austromacoma constricta,Austromacoma,urn:lsid:marinespecies.org:taxname:880005,NA,NA,Species,NA,fouling
Chione cancellata,Chione,urn:lsid:marinespecies.org:taxname:397040,NA,NA,Species,NA,fouling
Gemma gemma,Gemma,urn:lsid:marinespecies.org:taxname:156803,NA,NA,Species,NA,fouling
Sphenia fragilis,Sphenia,urn:lsid:marinespecies.org:taxname:420973,NA,NA,Species,NA,fouling
Solemya pusilla,Solemya,urn:lsid:marinespecies.org:taxname:507129,NA,NA,Species,NA,fouling
Modiolus modiolus,Modiolus,urn:lsid:marinespecies.org:taxname:140467,NA,NA,Species,NA,fouling
Modiolus americanus,Modiolus,urn:lsid:marinespecies.org:taxname:420705,NA,NA,Species,NA,fouling
Mytilopsis leucophaeata,Mytilopsis,urn:lsid:marinespecies.org:taxname:156887,NA,NA,Species,NA,fouling
Balanomorpha,Thoracicalcarea,urn:lsid:marinespecies.org:taxname:106039,NA,NA,Order,NA,fouling
Miliolina,Miliolida,urn:lsid:marinespecies.org:taxname:111890,NA,NA,Suborder,NA,fouling
Textulariida,Textulariana,urn:lsid:marinespecies.org:taxname:163159,NA,NA,Order,NA,fouling
Rotaliida,Rotaliana,urn:lsid:marinespecies.org:taxname:163158,NA,NA,Order,NA,fouling
Abylidae,Calycophorae,urn:lsid:marinespecies.org:taxname:135336,NA,NA,Family,NA,fouling
Milleporidae,Capitata,urn:lsid:marinespecies.org:taxname:196235,NA,NA,Family,NA,fouling
Bougainvilliidae,Filifera,urn:lsid:marinespecies.org:taxname:1594,NA,NA,Family,NA,fouling
Eudendriidae,Filifera,urn:lsid:marinespecies.org:taxname:1600,NA,NA,Family,NA,fouling
Stylasteridae,Filifera,urn:lsid:marinespecies.org:taxname:22805,NA,NA,Family,NA,fouling
Obelia,Campanulariidae,urn:lsid:marinespecies.org:taxname:117034,NA,NA,Genus,NA,fouling
Sertulariidae,Sertularioidea,urn:lsid:marinespecies.org:taxname:1614,NA,NA,Family,NA,fouling
Condylactis,Actiniidae,urn:lsid:marinespecies.org:taxname:100701,NA,NA,Genus,NA,fouling
Aiptasia,Aiptasiidae,urn:lsid:marinespecies.org:taxname:100718,NA,NA,Genus,NA,fouling
Exaiptasia,Aiptasiidae,urn:lsid:marinespecies.org:taxname:888636,NA,NA,Genus,NA,fouling
Diadumene,Diadumenidae,urn:lsid:marinespecies.org:taxname:100728,NA,NA,Genus,NA,fouling
Syconidae,Leucosolenida,urn:lsid:marinespecies.org:taxname:1447711,NA,NA,Family,NA,fouling
Clathrinidae,Clathrinida,urn:lsid:marinespecies.org:taxname:131619,NA,NA,Family,NA,fouling
Chalinidae,Haplosclerida,urn:lsid:marinespecies.org:taxname:131636,NA,NA,Family,NA,fouling
Mycalidae,Poecilosclerida,urn:lsid:marinespecies.org:taxname:131649,NA,NA,Family,NA,fouling
Tedaniidae,Poecilosclerida,urn:lsid:marinespecies.org:taxname:131659,NA,NA,Family,NA,fouling
Astrophorina,Tetractinellida,urn:lsid:marinespecies.org:taxname:131602,NA,NA,Suborder,NA,fouling
Biemnidae,Biemnida,urn:lsid:marinespecies.org:taxname:150266,NA,NA,Family,NA,fouling
Clionaidae,Clionaida,urn:lsid:marinespecies.org:taxname:170417,NA,NA,Family,NA,fouling
Halichondriidae,Suberitida,urn:lsid:marinespecies.org:taxname:131633,NA,NA,Family,NA,fouling
Hydroides dianthus,Hydroides,urn:lsid:marinespecies.org:taxname:131000,NA,NA,Species,NA,fouling
Hydroides elegans,Hydroides,urn:lsid:marinespecies.org:taxname:131002,NA,NA,Species,NA,fouling
Hydroides sanctaecrucis,Hydroides,urn:lsid:marinespecies.org:taxname:333645,NA,NA,Species,NA,fouling
Hydroides diramphus,Hydroides,urn:lsid:marinespecies.org:taxname:872636,NA,NA,Species,NA,fouling
Nodipecten nodosus,Nodipecten,urn:lsid:marinespecies.org:taxname:225252,NA,NA,Species,NA,fouling
Argopecten irradians,Argopecten,urn:lsid:marinespecies.org:taxname:156817,NA,NA,Species,NA,fouling
Argopecten purpuratus,Argopecten,urn:lsid:marinespecies.org:taxname:394269,NA,NA,Species,NA,fouling
Mimachlamys varia,Mimachlamys,urn:lsid:marinespecies.org:taxname:236719,NA,NA,Species,NA,fouling
Cerastoderma edule,Cerastoderma,urn:lsid:marinespecies.org:taxname:138998,NA,NA,Species,NA,fouling
Cerastoderma glaucum,Cerastoderma,urn:lsid:marinespecies.org:taxname:138999,NA,NA,Species,NA,fouling
Balanoidea,Balanomorpha,urn:lsid:marinespecies.org:taxname:106041,NA,NA,Superfamily,NA,fouling
Chthamaloidea,Balanomorpha,urn:lsid:marinespecies.org:taxname:106042,NA,NA,Superfamily,NA,fouling
Soritoidea,Miliolina,urn:lsid:marinespecies.org:taxname:518814,NA,NA,Superfamily,NA,fouling
Textulariina,Textulariida,urn:lsid:marinespecies.org:taxname:736993,NA,NA,Suborder,NA,fouling
Asterigerinoidea,Rotaliida,urn:lsid:marinespecies.org:taxname:414725,NA,NA,Superfamily,NA,fouling
Calcarinoidea,Rotaliida,urn:lsid:marinespecies.org:taxname:990184,NA,NA,Superfamily,NA,fouling
Abylinae,Abylidae,urn:lsid:marinespecies.org:taxname:709060,NA,NA,Subfamily,NA,fouling
Millepora,Milleporidae,urn:lsid:marinespecies.org:taxname:205902,NA,NA,Genus,NA,fouling
Bougainvillia,Bougainvilliidae,urn:lsid:marinespecies.org:taxname:117015,NA,NA,Genus,NA,fouling
Eudendrium,Eudendriidae,urn:lsid:marinespecies.org:taxname:117093,NA,NA,Genus,NA,fouling
Stylaster,Stylasteridae,urn:lsid:marinespecies.org:taxname:117246,NA,NA,Genus,NA,fouling
Sertularia,Sertulariidae,urn:lsid:marinespecies.org:taxname:117234,NA,NA,Genus,NA,fouling
Tridentata,Sertulariidae,urn:lsid:marinespecies.org:taxname:152168,NA,NA,Genus,NA,fouling
Aiptasia pallida,Aiptasia,urn:lsid:marinespecies.org:taxname:283486,NA,NA,Species,NA,fouling
Exaiptasia pallida,Exaiptasia,urn:lsid:marinespecies.org:taxname:888637,NA,NA,Species,NA,fouling
Diadumene leucolena,Diadumene,urn:lsid:marinespecies.org:taxname:158230,NA,NA,Species,NA,fouling
Sycon,Syconidae,urn:lsid:marinespecies.org:taxname:131723,NA,NA,Genus,NA,fouling
Clathrina,Clathrinidae,urn:lsid:marinespecies.org:taxname:131729,NA,NA,Genus,NA,fouling
Haliclona,Chalinidae,urn:lsid:marinespecies.org:taxname:131834,NA,NA,Genus,NA,fouling
Mycale,Mycalidae,urn:lsid:marinespecies.org:taxname:131907,NA,NA,Genus,NA,fouling
Tedania,Tedaniidae,urn:lsid:marinespecies.org:taxname:131974,NA,NA,Genus,NA,fouling
Geodiidae,Astrophorina,urn:lsid:marinespecies.org:taxname:131664,NA,NA,Family,NA,fouling
Theneidae,Astrophorina,urn:lsid:marinespecies.org:taxname:131666,NA,NA,Family,NA,fouling
Biemna,Biemnidae,urn:lsid:marinespecies.org:taxname:131897,NA,NA,Genus,NA,fouling
Ciocalypta,Halichondriidae,urn:lsid:marinespecies.org:taxname:131804,NA,NA,Genus,NA,fouling
Halichondria,Halichondriidae,urn:lsid:marinespecies.org:taxname:131807,NA,NA,Genus,NA,fouling
Balanidae,Balanoidea,urn:lsid:marinespecies.org:taxname:106057,NA,NA,Family,NA,fouling
Chthamalidae,Chthamaloidea,urn:lsid:marinespecies.org:taxname:106059,NA,NA,Family,NA,fouling
Soritidae,Soritoidea,urn:lsid:marinespecies.org:taxname:111902,NA,NA,Family,NA,fouling
Textularioidea,Textulariina,urn:lsid:marinespecies.org:taxname:465797,NA,NA,Superfamily,NA,fouling
Amphisteginidae,Asterigerinoidea,urn:lsid:marinespecies.org:taxname:111906,NA,NA,Family,NA,fouling
Calcarinidae,Calcarinoidea,urn:lsid:marinespecies.org:taxname:111913,NA,NA,Family,NA,fouling
