scientific_id,name,rank,id,parent_id
urn:lsid:marinespecies.org:taxname:135333,Calycophorae,Suborder,135333,urn:lsid:marinespecies.org:taxname:1371
urn:lsid:marinespecies.org:taxname:135336,Abylidae,Family,135336,urn:lsid:marinespecies.org:taxname:135333
urn:lsid:marinespecies.org:taxname:135351,Abyla,Genus,135351,urn:lsid:marinespecies.org:taxname:709060
urn:lsid:marinespecies.org:taxname:136025,Phascolion,Genus,136025,urn:lsid:marinespecies.org:taxname:2032
urn:lsid:marinespecies.org:taxname:136031,Sipunculus,Genus,136031,urn:lsid:marinespecies.org:taxname:1648
urn:lsid:marinespecies.org:taxname:136089,Lysiosquillidae,Family,136089,urn:lsid:marinespecies.org:taxname:155822
urn:lsid:marinespecies.org:taxname:136100,Lysiosquilla,Genus,136100,urn:lsid:marinespecies.org:taxname:136089
urn:lsid:marinespecies.org:taxname:136150,Apseudomorpha,Suborder,136150,urn:lsid:marinespecies.org:taxname:1133
urn:lsid:marinespecies.org:taxname:136152,Tanaidomorpha,Suborder,136152,urn:lsid:marinespecies.org:taxname:1133
urn:lsid:marinespecies.org:taxname:136153,Apseudidae,Family,136153,urn:lsid:marinespecies.org:taxname:148688
urn:lsid:marinespecies.org:taxname:136160,Leptocheliidae,Family,136160,urn:lsid:marinespecies.org:taxname:148687
urn:lsid:marinespecies.org:taxname:136166,Apseudinae,Subfamily,136166,urn:lsid:marinespecies.org:taxname:136153
urn:lsid:marinespecies.org:taxname:136178,Pancolinae,Subfamily,136178,urn:lsid:marinespecies.org:taxname:798770
urn:lsid:marinespecies.org:taxname:136183,Anatanaini,Tribe,136183,urn:lsid:marinespecies.org:taxname:136178
urn:lsid:marinespecies.org:taxname:136185,Apseudes,Genus,136185,urn:lsid:marinespecies.org:taxname:136166
urn:lsid:marinespecies.org:taxname:136235,Leptochelia,Genus,136235,urn:lsid:marinespecies.org:taxname:246710
urn:lsid:marinespecies.org:taxname:136248,Zeuxo,Genus,136248,urn:lsid:marinespecies.org:taxname:136183
urn:lsid:marinespecies.org:taxname:136999,Cheloniidae,Family,136999,urn:lsid:marinespecies.org:taxname:987094
urn:lsid:marinespecies.org:taxname:137066,Caretta,Genus,137066,urn:lsid:marinespecies.org:taxname:136999
urn:lsid:marinespecies.org:taxname:137067,Chelonia,Genus,137067,urn:lsid:marinespecies.org:taxname:136999
urn:lsid:marinespecies.org:taxname:137205,Caretta caretta,Species,137205,urn:lsid:marinespecies.org:taxname:137066
urn:lsid:marinespecies.org:taxname:137206,Chelonia mydas,Species,137206,urn:lsid:marinespecies.org:taxname:137067
urn:lsid:marinespecies.org:taxname:137626,Circulus,Genus,137626,urn:lsid:marinespecies.org:taxname:153704
urn:lsid:marinespecies.org:taxname:137638,Chelidonura,Genus,137638,urn:lsid:marinespecies.org:taxname:22981
urn:lsid:marinespecies.org:taxname:137650,Anomia,Genus,137650,urn:lsid:marinespecies.org:taxname:214
urn:lsid:marinespecies.org:taxname:137654,Aplysia,Genus,137654,urn:lsid:marinespecies.org:taxname:172
urn:lsid:marinespecies.org:taxname:137669,Anadara,Genus,137669,urn:lsid:marinespecies.org:taxname:208
urn:lsid:marinespecies.org:taxname:137683,Astarte,Genus,137683,urn:lsid:marinespecies.org:taxname:1817149
urn:lsid:marinespecies.org:taxname:137701,Buccinum,Genus,137701,urn:lsid:marinespecies.org:taxname:225649
urn:lsid:marinespecies.org:taxname:137705,Engina,Genus,137705,urn:lsid:marinespecies.org:taxname:1054108
urn:lsid:marinespecies.org:taxname:137711,Pisania,Genus,137711,urn:lsid:marinespecies.org:taxname:1054108
urn:lsid:marinespecies.org:taxname:137716,Bulla,Genus,137716,urn:lsid:marinespecies.org:taxname:9845
urn:lsid:marinespecies.org:taxname:137718,Caecum,Genus,137718,urn:lsid:marinespecies.org:taxname:411702
urn:lsid:marinespecies.org:taxname:137721,Calyptraea,Genus,137721,urn:lsid:marinespecies.org:taxname:141
urn:lsid:marinespecies.org:taxname:137722,Crepidula,Genus,137722,urn:lsid:marinespecies.org:taxname:141
urn:lsid:marinespecies.org:taxname:137735,Cerastoderma,Genus,137735,urn:lsid:marinespecies.org:taxname:1496553
urn:lsid:marinespecies.org:taxname:137758,Bittium,Genus,137758,urn:lsid:marinespecies.org:taxname:411649
urn:lsid:marinespecies.org:taxname:137760,Cerithium,Genus,137760,urn:lsid:marinespecies.org:taxname:225178
urn:lsid:marinespecies.org:taxname:137775,Chama,Genus,137775,urn:lsid:marinespecies.org:taxname:23001
urn:lsid:marinespecies.org:taxname:137782,Chromodoris,Genus,137782,urn:lsid:marinespecies.org:taxname:1370610
urn:lsid:marinespecies.org:taxname:137802,Anachis,Genus,137802,urn:lsid:marinespecies.org:taxname:23009
urn:lsid:marinespecies.org:taxname:137803,Columbella,Genus,137803,urn:lsid:marinespecies.org:taxname:23009
urn:lsid:marinespecies.org:taxname:137804,Mitrella,Genus,137804,urn:lsid:marinespecies.org:taxname:23009
urn:lsid:marinespecies.org:taxname:137813,Conus,Genus,137813,urn:lsid:marinespecies.org:taxname:14107
urn:lsid:marinespecies.org:taxname:137837,Coralliophila,Genus,137837,urn:lsid:marinespecies.org:taxname:411789
urn:lsid:marinespecies.org:taxname:137839,Corambe,Genus,137839,urn:lsid:marinespecies.org:taxname:10124
urn:lsid:marinespecies.org:taxname:137866,Acteocina,Genus,137866,urn:lsid:marinespecies.org:taxname:511913
urn:lsid:marinespecies.org:taxname:137867,Cylichna,Genus,137867,urn:lsid:marinespecies.org:taxname:159
urn:lsid:marinespecies.org:taxname:137877,Luria,Genus,137877,urn:lsid:marinespecies.org:taxname:411680
urn:lsid:marinespecies.org:taxname:137906,Donax,Genus,137906,urn:lsid:marinespecies.org:taxname:236
urn:lsid:marinespecies.org:taxname:137928,Elysia,Genus,137928,urn:lsid:marinespecies.org:taxname:411960
urn:lsid:marinespecies.org:taxname:137943,Epitonium,Genus,137943,urn:lsid:marinespecies.org:taxname:132
urn:lsid:marinespecies.org:taxname:138001,Fasciolaria,Genus,138001,urn:lsid:marinespecies.org:taxname:411757
urn:lsid:marinespecies.org:taxname:138011,Diodora,Genus,138011,urn:lsid:marinespecies.org:taxname:224320
urn:lsid:marinespecies.org:taxname:138054,Haminoea,Genus,138054,urn:lsid:marinespecies.org:taxname:23052
urn:lsid:marinespecies.org:taxname:138068,Hiatella,Genus,138068,urn:lsid:marinespecies.org:taxname:251
urn:lsid:marinespecies.org:taxname:138081,Hydrobia,Genus,138081,urn:lsid:marinespecies.org:taxname:411711
urn:lsid:marinespecies.org:taxname:138091,Isognomon,Genus,138091,urn:lsid:marinespecies.org:taxname:23060
urn:lsid:marinespecies.org:taxname:138099,Lacuna,Genus,138099,urn:lsid:marinespecies.org:taxname:1735
urn:lsid:marinespecies.org:taxname:138125,Lima,Genus,138125,urn:lsid:marinespecies.org:taxname:1778
urn:lsid:marinespecies.org:taxname:138133,Alaba,Genus,138133,urn:lsid:marinespecies.org:taxname:23065
urn:lsid:marinespecies.org:taxname:138135,Littorina,Genus,138135,urn:lsid:marinespecies.org:taxname:153707
urn:lsid:marinespecies.org:taxname:138142,Tectura,Genus,138142,urn:lsid:marinespecies.org:taxname:411589
urn:lsid:marinespecies.org:taxname:138165,Granulina,Genus,138165,urn:lsid:marinespecies.org:taxname:1355325
urn:lsid:marinespecies.org:taxname:138199,Nucella,Genus,138199,urn:lsid:marinespecies.org:taxname:225324
urn:lsid:marinespecies.org:taxname:138206,Stramonita,Genus,138206,urn:lsid:marinespecies.org:taxname:196295
urn:lsid:marinespecies.org:taxname:138210,Urosalpinx,Genus,138210,urn:lsid:marinespecies.org:taxname:225324
urn:lsid:marinespecies.org:taxname:138211,Mya,Genus,138211,urn:lsid:marinespecies.org:taxname:715372
urn:lsid:marinespecies.org:taxname:138212,Sphenia,Genus,138212,urn:lsid:marinespecies.org:taxname:715373
urn:lsid:marinespecies.org:taxname:138213,Amygdalum,Genus,138213,urn:lsid:marinespecies.org:taxname:1148652
urn:lsid:marinespecies.org:taxname:138215,Brachidontes,Genus,138215,urn:lsid:marinespecies.org:taxname:510720
urn:lsid:marinespecies.org:taxname:138223,Modiolus,Genus,138223,urn:lsid:marinespecies.org:taxname:510724
urn:lsid:marinespecies.org:taxname:138225,Musculus,Genus,138225,urn:lsid:marinespecies.org:taxname:510721
urn:lsid:marinespecies.org:taxname:138228,Mytilus,Genus,138228,urn:lsid:marinespecies.org:taxname:224589
urn:lsid:marinespecies.org:taxname:138235,Nassarius,Genus,138235,urn:lsid:marinespecies.org:taxname:225335
urn:lsid:marinespecies.org:taxname:138244,Sinum,Genus,138244,urn:lsid:marinespecies.org:taxname:411696
urn:lsid:marinespecies.org:taxname:138255,Smaragdia,Genus,138255,urn:lsid:marinespecies.org:taxname:411639
urn:lsid:marinespecies.org:taxname:138261,Ennucula,Genus,138261,urn:lsid:marinespecies.org:taxname:204
urn:lsid:marinespecies.org:taxname:138262,Nucula,Genus,138262,urn:lsid:marinespecies.org:taxname:204
urn:lsid:marinespecies.org:taxname:138264,Finella,Genus,138264,urn:lsid:marinespecies.org:taxname:23114
urn:lsid:marinespecies.org:taxname:138268,Octopus,Genus,138268,urn:lsid:marinespecies.org:taxname:11782
urn:lsid:marinespecies.org:taxname:138297,Crassostrea,Genus,138297,urn:lsid:marinespecies.org:taxname:510732
urn:lsid:marinespecies.org:taxname:138321,Nodipecten,Genus,138321,urn:lsid:marinespecies.org:taxname:393859
urn:lsid:marinespecies.org:taxname:138352,Pinna,Genus,138352,urn:lsid:marinespecies.org:taxname:1776
urn:lsid:marinespecies.org:taxname:138396,Pinctada,Genus,138396,urn:lsid:marinespecies.org:taxname:564652
urn:lsid:marinespecies.org:taxname:138413,Odostomia,Genus,138413,urn:lsid:marinespecies.org:taxname:162
urn:lsid:marinespecies.org:taxname:138421,Turbonilla,Genus,138421,urn:lsid:marinespecies.org:taxname:225671
urn:lsid:marinespecies.org:taxname:138426,Cymatium,Genus,138426,urn:lsid:marinespecies.org:taxname:196332
urn:lsid:marinespecies.org:taxname:138438,Rissoella,Genus,138438,urn:lsid:marinespecies.org:taxname:1743
urn:lsid:marinespecies.org:taxname:138439,Alvania,Genus,138439,urn:lsid:marinespecies.org:taxname:123
urn:lsid:marinespecies.org:taxname:138455,Pusillina,Genus,138455,urn:lsid:marinespecies.org:taxname:123
urn:lsid:marinespecies.org:taxname:138456,Rissoa,Genus,138456,urn:lsid:marinespecies.org:taxname:123
urn:lsid:marinespecies.org:taxname:138457,Rissoina,Genus,138457,urn:lsid:marinespecies.org:taxname:722757
urn:lsid:marinespecies.org:taxname:138460,Zebina,Genus,138460,urn:lsid:marinespecies.org:taxname:877987
urn:lsid:marinespecies.org:taxname:138508,Skenea,Genus,138508,urn:lsid:marinespecies.org:taxname:558146
urn:lsid:marinespecies.org:taxname:138511,Skeneopsis,Genus,138511,urn:lsid:marinespecies.org:taxname:1741
urn:lsid:marinespecies.org:taxname:138514,Solemya,Genus,138514,urn:lsid:marinespecies.org:taxname:889626
urn:lsid:marinespecies.org:taxname:138526,Strombus,Genus,138526,urn:lsid:marinespecies.org:taxname:23123
urn:lsid:marinespecies.org:taxname:138531,Macoma,Genus,138531,urn:lsid:marinespecies.org:taxname:225471
urn:lsid:marinespecies.org:taxname:138533,Tellina,Genus,138533,urn:lsid:marinespecies.org:taxname:225468
urn:lsid:marinespecies.org:taxname:138571,Marshallora,Genus,138571,urn:lsid:marinespecies.org:taxname:411727
urn:lsid:marinespecies.org:taxname:138580,Tritonia,Genus,138580,urn:lsid:marinespecies.org:taxname:1669234
urn:lsid:marinespecies.org:taxname:138584,Calliostoma,Genus,138584,urn:lsid:marinespecies.org:taxname:411630
urn:lsid:marinespecies.org:taxname:138650,Petaloconchus,Genus,138650,urn:lsid:marinespecies.org:taxname:23139
urn:lsid:marinespecies.org:taxname:138753,Aplysia dactylomela,Species,138753,urn:lsid:marinespecies.org:taxname:137654
urn:lsid:marinespecies.org:taxname:138757,Aplysia parvula,Species,138757,urn:lsid:marinespecies.org:taxname:137654
urn:lsid:marinespecies.org:taxname:138878,Buccinum undatum,Species,138878,urn:lsid:marinespecies.org:taxname:137701
urn:lsid:marinespecies.org:taxname:138940,Bulla striata,Species,138940,urn:lsid:marinespecies.org:taxname:137716
urn:lsid:marinespecies.org:taxname:138963,Crepidula fornicata,Species,138963,urn:lsid:marinespecies.org:taxname:137722
urn:lsid:marinespecies.org:taxname:138998,Cerastoderma edule,Species,138998,urn:lsid:marinespecies.org:taxname:137735
urn:lsid:marinespecies.org:taxname:138999,Cerastoderma glaucum,Species,138999,urn:lsid:marinespecies.org:taxname:137735
urn:lsid:marinespecies.org:taxname:139407,Corambe obscura,Species,139407,urn:lsid:marinespecies.org:taxname:137839
urn:lsid:marinespecies.org:taxname:139604,Donax vittatus,Species,139604,urn:lsid:marinespecies.org:taxname:137906
urn:lsid:marinespecies.org:taxname:140170,Lacuna vincta,Species,140170,urn:lsid:marinespecies.org:taxname:138099
urn:lsid:marinespecies.org:taxname:140262,Littorina littorea,Species,140262,urn:lsid:marinespecies.org:taxname:138135
urn:lsid:marinespecies.org:taxname:140403,Nucella lapillus,Species,140403,urn:lsid:marinespecies.org:taxname:138199
urn:lsid:marinespecies.org:taxname:140429,Urosalpinx cinerea,Species,140429,urn:lsid:marinespecies.org:taxname:138210
urn:lsid:marinespecies.org:taxname:140467,Modiolus modiolus,Species,140467,urn:lsid:marinespecies.org:taxname:138223
urn:lsid:marinespecies.org:taxname:140472,Musculus discors,Species,140472,urn:lsid:marinespecies.org:taxname:138225
urn:lsid:marinespecies.org:taxname:140480,Mytilus edulis,Species,140480,urn:lsid:marinespecies.org:taxname:138228
urn:lsid:marinespecies.org:taxname:140482,Mytilus trossulus,Species,140482,urn:lsid:marinespecies.org:taxname:138228
urn:lsid:marinespecies.org:taxname:140570,Smaragdia viridis,Species,140570,urn:lsid:marinespecies.org:taxname:138255
urn:lsid:marinespecies.org:taxname:140605,Octopus vulgaris,Species,140605,urn:lsid:marinespecies.org:taxname:138268
urn:lsid:marinespecies.org:taxname:140657,Crassostrea virginica,Species,140657,urn:lsid:marinespecies.org:taxname:138297
urn:lsid:marinespecies.org:taxname:140780,Pinna nobilis,Species,140780,urn:lsid:marinespecies.org:taxname:138352
urn:lsid:marinespecies.org:taxname:141334,Pusillina inconspicua,Species,141334,urn:lsid:marinespecies.org:taxname:138455
urn:lsid:marinespecies.org:taxname:141341,Pusillina sarsii,Species,141341,urn:lsid:marinespecies.org:taxname:138455
urn:lsid:marinespecies.org:taxname:141359,Rissoa membranacea,Species,141359,urn:lsid:marinespecies.org:taxname:138456
urn:lsid:marinespecies.org:taxname:141365,Rissoa parva,Species,141365,urn:lsid:marinespecies.org:taxname:138456
urn:lsid:marinespecies.org:taxname:141539,Skeneopsis planorbis,Species,141539,urn:lsid:marinespecies.org:taxname:138511
urn:lsid:marinespecies.org:taxname:141579,Macoma balthica,Species,141579,urn:lsid:marinespecies.org:taxname:138531
urn:lsid:marinespecies.org:taxname:142028,Tricladida,Order,142028,urn:lsid:marinespecies.org:taxname:479175
urn:lsid:marinespecies.org:taxname:142070,Pseudocerotidae,Family,142070,urn:lsid:marinespecies.org:taxname:479183
urn:lsid:marinespecies.org:taxname:142071,Stylochidae,Family,142071,urn:lsid:marinespecies.org:taxname:479195
urn:lsid:marinespecies.org:taxname:142245,Stylochus,Genus,142245,urn:lsid:marinespecies.org:taxname:142071
urn:lsid:marinespecies.org:taxname:143666,Bryopsidaceae,Family,143666,urn:lsid:marinespecies.org:taxname:1649444
urn:lsid:marinespecies.org:taxname:143668,Caulerpaceae,Family,143668,urn:lsid:marinespecies.org:taxname:808
urn:lsid:marinespecies.org:taxname:143673,Delesseriaceae,Family,143673,urn:lsid:marinespecies.org:taxname:860
urn:lsid:marinespecies.org:taxname:143674,Rhodomelaceae,Family,143674,urn:lsid:marinespecies.org:taxname:860
urn:lsid:marinespecies.org:taxname:143686,Anadyomenaceae,Family,143686,urn:lsid:marinespecies.org:taxname:813
urn:lsid:marinespecies.org:taxname:143689,Codiaceae,Family,143689,urn:lsid:marinespecies.org:taxname:808
urn:lsid:marinespecies.org:taxname:143691,Corallinaceae,Family,143691,urn:lsid:marinespecies.org:taxname:1646220
urn:lsid:marinespecies.org:taxname:143699,Peyssonneliaceae,Family,143699,urn:lsid:marinespecies.org:taxname:493830
urn:lsid:marinespecies.org:taxname:143702,Dasycladaceae,Family,143702,urn:lsid:marinespecies.org:taxname:18815
urn:lsid:marinespecies.org:taxname:143703,Polyphysaceae,Family,143703,urn:lsid:marinespecies.org:taxname:18815
urn:lsid:marinespecies.org:taxname:143716,Dictyotaceae,Family,143716,urn:lsid:marinespecies.org:taxname:839
urn:lsid:marinespecies.org:taxname:143717,Ectocarpaceae,Family,143717,urn:lsid:marinespecies.org:taxname:842
urn:lsid:marinespecies.org:taxname:143723,Fucaceae,Family,143723,urn:lsid:marinespecies.org:taxname:844
urn:lsid:marinespecies.org:taxname:143725,Sargassaceae,Family,143725,urn:lsid:marinespecies.org:taxname:844
urn:lsid:marinespecies.org:taxname:143731,Cystocloniaceae,Family,143731,urn:lsid:marinespecies.org:taxname:871
urn:lsid:marinespecies.org:taxname:143733,Gigartinaceae,Family,143733,urn:lsid:marinespecies.org:taxname:871
urn:lsid:marinespecies.org:taxname:143739,Polyidaceae,Family,143739,urn:lsid:marinespecies.org:taxname:871
urn:lsid:marinespecies.org:taxname:143744,Solieriaceae,Family,143744,urn:lsid:marinespecies.org:taxname:871
urn:lsid:marinespecies.org:taxname:143748,Gracilariaceae,Family,143748,urn:lsid:marinespecies.org:taxname:876
urn:lsid:marinespecies.org:taxname:143751,Hydrocharitaceae,Family,143751,urn:lsid:marinespecies.org:taxname:153491
urn:lsid:marinespecies.org:taxname:143768,Cymodoceaceae,Family,143768,urn:lsid:marinespecies.org:taxname:153491
urn:lsid:marinespecies.org:taxname:143769,Posidoniaceae,Family,143769,urn:lsid:marinespecies.org:taxname:153491
urn:lsid:marinespecies.org:taxname:143770,Zosteraceae,Family,143770,urn:lsid:marinespecies.org:taxname:153491
urn:lsid:marinespecies.org:taxname:143773,Champiaceae,Family,143773,urn:lsid:marinespecies.org:taxname:15241
urn:lsid:marinespecies.org:taxname:143776,Rhodymeniaceae,Family,143776,urn:lsid:marinespecies.org:taxname:15241
urn:lsid:marinespecies.org:taxname:143777,Scytosiphonaceae,Family,143777,urn:lsid:marinespecies.org:taxname:842
urn:lsid:marinespecies.org:taxname:143780,Valoniaceae,Family,143780,urn:lsid:marinespecies.org:taxname:813
urn:lsid:marinespecies.org:taxname:143790,Ulotrichaceae,Family,143790,urn:lsid:marinespecies.org:taxname:824
urn:lsid:marinespecies.org:taxname:143794,Ulvaceae,Family,143794,urn:lsid:marinespecies.org:taxname:827
urn:lsid:marinespecies.org:taxname:143812,Bryopsis,Genus,143812,urn:lsid:marinespecies.org:taxname:143666
urn:lsid:marinespecies.org:taxname:143816,Caulerpa,Genus,143816,urn:lsid:marinespecies.org:taxname:143668
urn:lsid:marinespecies.org:taxname:143819,Avrainvillea,Genus,143819,urn:lsid:marinespecies.org:taxname:368714
urn:lsid:marinespecies.org:taxname:143820,Halimeda,Genus,143820,urn:lsid:marinespecies.org:taxname:1649447
urn:lsid:marinespecies.org:taxname:143821,Penicillus,Genus,143821,urn:lsid:marinespecies.org:taxname:1635982
urn:lsid:marinespecies.org:taxname:143866,Spyridia,Genus,143866,urn:lsid:marinespecies.org:taxname:172526
urn:lsid:marinespecies.org:taxname:143900,Acanthophora,Genus,143900,urn:lsid:marinespecies.org:taxname:494004
urn:lsid:marinespecies.org:taxname:143914,Laurencia,Genus,143914,urn:lsid:marinespecies.org:taxname:494006
urn:lsid:marinespecies.org:taxname:143992,Anadyomene,Genus,143992,urn:lsid:marinespecies.org:taxname:143686
urn:lsid:marinespecies.org:taxname:143999,Codium,Genus,143999,urn:lsid:marinespecies.org:taxname:143689
urn:lsid:marinespecies.org:taxname:144000,Flabellia,Genus,144000,urn:lsid:marinespecies.org:taxname:1635982
urn:lsid:marinespecies.org:taxname:144003,Amphiroa,Genus,144003,urn:lsid:marinespecies.org:taxname:1309282
urn:lsid:marinespecies.org:taxname:144012,Jania,Genus,144012,urn:lsid:marinespecies.org:taxname:172523
urn:lsid:marinespecies.org:taxname:144018,Lithothamnion,Genus,144018,urn:lsid:marinespecies.org:taxname:368755
urn:lsid:marinespecies.org:taxname:144051,Peyssonnelia,Genus,144051,urn:lsid:marinespecies.org:taxname:143699
urn:lsid:marinespecies.org:taxname:144056,Batophora,Genus,144056,urn:lsid:marinespecies.org:taxname:1635736
urn:lsid:marinespecies.org:taxname:144058,Dasycladus,Genus,144058,urn:lsid:marinespecies.org:taxname:1633706
urn:lsid:marinespecies.org:taxname:144059,Acetabularia,Genus,144059,urn:lsid:marinespecies.org:taxname:143703
urn:lsid:marinespecies.org:taxname:144086,Dictyota,Genus,144086,urn:lsid:marinespecies.org:taxname:172641
urn:lsid:marinespecies.org:taxname:144087,Lobophora,Genus,144087,urn:lsid:marinespecies.org:taxname:163008
urn:lsid:marinespecies.org:taxname:144088,Padina,Genus,144088,urn:lsid:marinespecies.org:taxname:163008
urn:lsid:marinespecies.org:taxname:144099,Ectocarpus,Genus,144099,urn:lsid:marinespecies.org:taxname:143717
urn:lsid:marinespecies.org:taxname:144126,Cystoseira,Genus,144126,urn:lsid:marinespecies.org:taxname:143725
urn:lsid:marinespecies.org:taxname:144128,Ascophyllum,Genus,144128,urn:lsid:marinespecies.org:taxname:143723
urn:lsid:marinespecies.org:taxname:144129,Fucus,Genus,144129,urn:lsid:marinespecies.org:taxname:143723
urn:lsid:marinespecies.org:taxname:144132,Sargassum,Genus,144132,urn:lsid:marinespecies.org:taxname:143725
urn:lsid:marinespecies.org:taxname:144136,Pterocladia,Genus,144136,urn:lsid:marinespecies.org:taxname:368765
urn:lsid:marinespecies.org:taxname:144153,Chondracanthus,Genus,144153,urn:lsid:marinespecies.org:taxname:143733
urn:lsid:marinespecies.org:taxname:144157,Hypnea,Genus,144157,urn:lsid:marinespecies.org:taxname:143731
urn:lsid:marinespecies.org:taxname:144172,Polyides,Genus,144172,urn:lsid:marinespecies.org:taxname:143739
urn:lsid:marinespecies.org:taxname:144188,Gracilaria,Genus,144188,urn:lsid:marinespecies.org:taxname:1309271
urn:lsid:marinespecies.org:taxname:144192,Halophila,Genus,144192,urn:lsid:marinespecies.org:taxname:143751
urn:lsid:marinespecies.org:taxname:144231,Cymodocea,Genus,144231,urn:lsid:marinespecies.org:taxname:143768
urn:lsid:marinespecies.org:taxname:144232,Posidonia,Genus,144232,urn:lsid:marinespecies.org:taxname:143769
urn:lsid:marinespecies.org:taxname:144233,Zostera,Genus,144233,urn:lsid:marinespecies.org:taxname:143770
urn:lsid:marinespecies.org:taxname:144237,Champia,Genus,144237,urn:lsid:marinespecies.org:taxname:143773
urn:lsid:marinespecies.org:taxname:144247,Botryocladia,Genus,144247,urn:lsid:marinespecies.org:taxname:143776
urn:lsid:marinespecies.org:taxname:144253,Colpomenia,Genus,144253,urn:lsid:marinespecies.org:taxname:1652948
urn:lsid:marinespecies.org:taxname:144267,Valonia,Genus,144267,urn:lsid:marinespecies.org:taxname:143780
urn:lsid:marinespecies.org:taxname:144287,Ulothrix,Genus,144287,urn:lsid:marinespecies.org:taxname:143790
urn:lsid:marinespecies.org:taxname:144295,Percursaria,Genus,144295,urn:lsid:marinespecies.org:taxname:143794
urn:lsid:marinespecies.org:taxname:144296,Ulva,Genus,144296,urn:lsid:marinespecies.org:taxname:143794
urn:lsid:marinespecies.org:taxname:144452,Bryopsis hypnoides,Species,144452,urn:lsid:marinespecies.org:taxname:143812
urn:lsid:marinespecies.org:taxname:144471,Caulerpa prolifera,Species,144471,urn:lsid:marinespecies.org:taxname:143816
urn:lsid:marinespecies.org:taxname:144472,Caulerpa racemosa,Species,144472,urn:lsid:marinespecies.org:taxname:143816
urn:lsid:marinespecies.org:taxname:144474,Caulerpa sertularioides,Species,144474,urn:lsid:marinespecies.org:taxname:143816
urn:lsid:marinespecies.org:taxname:144481,Halimeda discoidea,Species,144481,urn:lsid:marinespecies.org:taxname:143820
urn:lsid:marinespecies.org:taxname:144482,Halimeda opuntia,Species,144482,urn:lsid:marinespecies.org:taxname:143820
urn:lsid:marinespecies.org:taxname:144483,Halimeda tuna,Species,144483,urn:lsid:marinespecies.org:taxname:143820
urn:lsid:marinespecies.org:taxname:144484,Penicillus capitatus,Species,144484,urn:lsid:marinespecies.org:taxname:143821
urn:lsid:marinespecies.org:taxname:144827,Laurencia obtusa,Species,144827,urn:lsid:marinespecies.org:taxname:143914
urn:lsid:marinespecies.org:taxname:145012,Anadyomene stellata,Species,145012,urn:lsid:marinespecies.org:taxname:143992
urn:lsid:marinespecies.org:taxname:145086,Codium fragile,Species,145086,urn:lsid:marinespecies.org:taxname:143999
urn:lsid:marinespecies.org:taxname:145094,Flabellia petiolata,Species,145094,urn:lsid:marinespecies.org:taxname:144000
urn:lsid:marinespecies.org:taxname:145301,Dasycladus vermicularis,Species,145301,urn:lsid:marinespecies.org:taxname:144058
urn:lsid:marinespecies.org:taxname:145367,Dictyota dichotoma,Species,145367,urn:lsid:marinespecies.org:taxname:144086
urn:lsid:marinespecies.org:taxname:145381,Lobophora variegata,Species,145381,urn:lsid:marinespecies.org:taxname:144087
urn:lsid:marinespecies.org:taxname:145385,Padina pavonica,Species,145385,urn:lsid:marinespecies.org:taxname:144088
urn:lsid:marinespecies.org:taxname:145410,Ectocarpus siliculosus,Species,145410,urn:lsid:marinespecies.org:taxname:144099
urn:lsid:marinespecies.org:taxname:145546,Fucus serratus,Species,145546,urn:lsid:marinespecies.org:taxname:144129
urn:lsid:marinespecies.org:taxname:145634,Hypnea musciformis,Species,145634,urn:lsid:marinespecies.org:taxname:144157
urn:lsid:marinespecies.org:taxname:145635,Hypnea spinella,Species,145635,urn:lsid:marinespecies.org:taxname:144157
urn:lsid:marinespecies.org:taxname:145668,Polyides rotunda,Species,145668,urn:lsid:marinespecies.org:taxname:144172
urn:lsid:marinespecies.org:taxname:145713,Halophila decipiens,Species,145713,urn:lsid:marinespecies.org:taxname:144192
urn:lsid:marinespecies.org:taxname:145714,Halophila stipulacea,Species,145714,urn:lsid:marinespecies.org:taxname:144192
urn:lsid:marinespecies.org:taxname:145793,Cymodocea nodosa,Species,145793,urn:lsid:marinespecies.org:taxname:144231
urn:lsid:marinespecies.org:taxname:145794,Posidonia oceanica,Species,145794,urn:lsid:marinespecies.org:taxname:144232
urn:lsid:marinespecies.org:taxname:145857,Colpomenia sinuosa,Species,145857,urn:lsid:marinespecies.org:taxname:144253
urn:lsid:marinespecies.org:taxname:145930,Ulothrix speciosa,Species,145930,urn:lsid:marinespecies.org:taxname:144287
urn:lsid:marinespecies.org:taxname:145979,Percursaria percursa,Species,145979,urn:lsid:marinespecies.org:taxname:144295
urn:lsid:marinespecies.org:taxname:145984,Ulva lactuca,Species,145984,urn:lsid:marinespecies.org:taxname:144296
urn:lsid:marinespecies.org:taxname:146068,Echinaster (Othilia),Subgenus,146068,urn:lsid:marinespecies.org:taxname:123275
urn:lsid:marinespecies.org:taxname:146142,Bryozoa,Phylum,146142,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:146216,Ulvophyceae,Class,146216,urn:lsid:marinespecies.org:taxname:1304953
urn:lsid:marinespecies.org:taxname:146217,Charophyceae,Class,146217,urn:lsid:marinespecies.org:taxname:368664
urn:lsid:marinespecies.org:taxname:146315,Gelidiales,Order,146315,urn:lsid:marinespecies.org:taxname:196243
urn:lsid:marinespecies.org:taxname:146419,Vertebrata,Subphylum,146419,urn:lsid:marinespecies.org:taxname:1821
